,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
64135,Cortinarius cinnamomeus,Cinamoninis nuosėdis,Fungi,155225,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,,,Cortinarius,,Cortinarius cinnamomeus,,,,
64150,Sarcodon imbricatus,Čerpėtasis žvynadyglis,Fungi,122335,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,,,Sarcodon,,Sarcodon imbricatus,,,,
64270,Phaeoclavulina,,Fungi,349690,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,,,,Phaeoclavulina,,,,,,
64293,Orthotomicus proximus,,Insecta,1004263,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,,Ipini,,Orthotomicus,,Orthotomicus proximus,,,,
64316,Oomycota,,Chromista,52595,Chromista,Oomycota,,,,,,,,,,,,,,,,,,,,
64326,Pacifastacus leniusculus,Žymėtasis vėžys,Animalia,53708,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Astacoidea,Astacidae,,,,,Pacifastacus,,Pacifastacus leniusculus,,,,
64331,Sericomyia silentis,,Insecta,70190,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Milesiini,Sericomyiina,Sericomyia,,Sericomyia silentis,,,,
64337,Lathyrus laevigatus,Geltonžiedis pelėžirnis,Plantae,130484,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Lathyrus,,Lathyrus laevigatus,,,,
64355,Agrobacterium,,,349872,Bacteria,Proteobacteria,,,Alphaproteobacteria,,,Rhizobiales,,,Rhizobiaceae,,,,,Agrobacterium,,,,,,
64362,Argyroneta aquatica,Vandeninis sidabriukas,Arachnida,52953,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Dictynoidea,Dictynidae,,,,,Argyroneta,,Argyroneta aquatica,,,,
64373,Metrioptera brachyptera,Raistinis spragtukas,Insecta,154672,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Tettigoniinae,,Platycleidini,,Metrioptera,,Metrioptera brachyptera,,,,
64383,Flammula alnicola,Alksninė lygiagalvė,Fungi,1061807,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,,,Flammula,,Flammula alnicola,,,,
64389,Phlegmacium varium,Variaspalvis nuosėdis,Fungi,1437682,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,,,Phlegmacium,,Phlegmacium varium,,,,
64408,Hypotrachyna revoluta,Alksninė hipotrachina,Fungi,117969,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Hypotrachyna,,Hypotrachyna revoluta,,,,
64410,Tolypocladium ophioglossoides,Liežuvėliškoji grūdmenė,Fungi,499797,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Ophiocordycipitaceae,,,,,Tolypocladium,,Tolypocladium ophioglossoides,,,,
64423,Inocybe lilacina,,Fungi,1288764,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,,,Inocybe,,Inocybe lilacina,,,,
64427,Oligolophus,,Arachnida,527478,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,Phalangioidea,Phalangiidae,Oligolophinae,,,,Oligolophus,,,,,,
64437,Potamophylax nigricornis,,Insecta,1006383,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,Stenophylacini,,Potamophylax,,Potamophylax nigricornis,,,,
64445,Xanthia togata,Rudgalvis Vėlyvis,Insecta,332316,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Xylenini,Xylenina,Xanthia,,Xanthia togata,,,,
64447,Mycena rosea,Rožinė šalmabudė,Fungi,512746,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Mycena,,Mycena rosea,,,,
64464,Chrysolina analis,Sauspievinis puošnys,Insecta,794308,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Doryphorini,Chrysolinina,Chrysolina,,Chrysolina analis,,,,
64480,Cyperus fuscus,Rudoji viksvuolė,Plantae,76587,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cypereae,,Cyperus,,Cyperus fuscus,,,,
64491,Irpicaceae,,Fungi,964622,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,,,,,,,,,
64519,Ampulloclitocybe clavipes,Drūtgalė taurulė,Fungi,194737,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Cuphophylloideae,,,,Ampulloclitocybe,,Ampulloclitocybe clavipes,,,,
64522,Digitaria,Pirštuotė,Plantae,51637,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,,Paniceae,Anthephorinae,Digitaria,,,,,,
64523,Ameiurus,,Actinopterygii,58658,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Siluriformes,Siluroidei,,Ictaluridae,,,,,Ameiurus,,,,,,
64588,Cochylidia implicitana,Smėlinis siaurasparnis lapsukis,Insecta,470722,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,,Cochylini,Cochylina,Cochylidia,,Cochylidia implicitana,,,,
64589,Didea,,Insecta,70213,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Didea,,,,,,
64601,Lyonetia prunifoliella,Slyvinė takagraužė kandelė,Insecta,453435,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Yponomeutoidea,Lyonetiidae,Lyonetiinae,,,,Lyonetia,,Lyonetia prunifoliella,,,,
64655,Philonthus cognatus,,Insecta,130096,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,,Staphylinini,Philonthina,Philonthus,,Philonthus cognatus,,,,
64673,Tyrus mucronatus,,Insecta,865323,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Pselaphitae,Tyrini,,Tyrus,,Tyrus mucronatus,,,,
64679,Beauveria bassiana,,Fungi,862160,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Cordycipitaceae,,,,,Beauveria,,Beauveria bassiana,,,,
64719,Calypogeia,Traunė,Plantae,56484,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,Jungermanniineae,,Calypogeiaceae,,,,,Calypogeia,,,,,,
64750,Agrochola helvola,Viržinis vėlyvis,Insecta,483476,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Xylenini,Xylenina,Agrochola,,Agrochola helvola,,,,
64776,Lobelia erinus,Paprastoji lobelija,Plantae,77797,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Lobelioideae,,,,Lobelia,,Lobelia erinus,,,,
64778,Sciuridae,Voveriniai,Mammalia,45933,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,,,,,,,,,,,
64783,Macrosaccus robiniella,,Insecta,508151,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Lithocolletinae,,,,Macrosaccus,,Macrosaccus robiniella,,,,
64784,Clitocybula,,Fungi,146743,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Porotheleaceae,,,,,Clitocybula,,,,,,
64789,Pennithera firmata,Eglinė cidarija,Insecta,1146028,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Cidariini,,Pennithera,,Pennithera firmata,,,,
64794,Golovinomyces asperifolii,,Fungi,1029578,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Golovinomyceteae,,Golovinomyces,,Golovinomyces asperifolii,,,,
64796,Senecio viscosus,Lipnioji žilė,Plantae,126892,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio viscosus,,,,
64851,Laccaria bicolor,Dvispalvė lakabudė,Fungi,63238,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hydnangiaceae,,,,,Laccaria,,Laccaria bicolor,,,,
64864,Aporophyla,,Insecta,332387,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Xylenini,Antitypina,Aporophyla,,,,,,
64872,Oenanthe oenanthe oenanthe,,Aves,523176,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Muscicapidae,,,,,Oenanthe,,Oenanthe oenanthe,,Oenanthe oenanthe oenanthe,,
64882,Polycentropodidae,,Insecta,154684,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,,,,,,,,,,,
64899,Gibbaranea gibbosa,Žalsvasis kuprius,Arachnida,61763,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,,,,,Gibbaranea,,Gibbaranea gibbosa,,,,
64993,Russula rhodopus,Raudonkotė ūmėdė,Fungi,781122,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula rhodopus,,,,
65024,Rhizopogon,Šakniagrybis,Fungi,62475,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Rhizopogonaceae,,,,,Rhizopogon,,,,,,
65032,Inocybe geophylla,Pilkalakštė plaušabudė,Fungi,118336,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,,,Inocybe,,Inocybe geophylla,,,,
65040,Lacertidae,Driežiniai,Reptilia,35360,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Lacertidae,,,,,,,,,,,
65045,Atholus bimaculatus,,Insecta,214554,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Histeroidea,Histeridae,Histerinae,,Histerini,,Atholus,,Atholus bimaculatus,,,,
65054,Sinapis alba,Baltoji garstyčia,Plantae,79123,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassiceae,,Sinapis,,Sinapis alba,,,,
65057,Chenopodium ficifolium,,Plantae,160499,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Chenopodieae,,Chenopodium,,Chenopodium ficifolium,,,,
65090,Pissodes,,Insecta,208538,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,,Pissodini,,Pissodes,,,,,,
65093,Panorpa cognata,,Insecta,363385,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mecoptera,,,Panorpidae,Panorpinae,,,,Panorpa,,Panorpa cognata,,,,
65109,Cydia strobilella,Kankorėžinis vaisėdis,Insecta,217990,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Grapholitini,,Cydia,,Cydia strobilella,,,,
65117,Calathus cinctus,,Insecta,547876,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,,Sphodrini,Calathina,Calathus,,Calathus cinctus,,,,
65119,Rabigus tenuis,,Insecta,1007099,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,,Staphylinini,Philonthina,Rabigus,,Rabigus tenuis,,,,
65120,Thanatus,,Arachnida,153863,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Philodromidae,,,,,Thanatus,,,,,,
65122,Syntomus truncatellus,,Insecta,521094,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Lebiinae,,Lebiini,Lionychina,Syntomus,,Syntomus truncatellus,,,,
65146,Nidularia deformis,Putlioji lizdenė,Fungi,120038,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Nidulariaceae,,,,,Nidularia,,Nidularia deformis,,,,
65149,Coltricia cinnamomea,Cinamoninė sausapintė,Fungi,118035,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,,,Coltricia,,Coltricia cinnamomea,,,,
65154,Amanita excelsa,Pilkoji musmirė,Fungi,119999,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita excelsa,,,,
65179,Apopellia endiviifolia,Garbanotoji pelija,Plantae,1020161,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Pelliales,,,Pelliaceae,,,,,Apopellia,,Apopellia endiviifolia,,,,
65184,Stilbella byssiseda,,Fungi,332686,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,,,,,Stilbella,,Stilbella byssiseda,,,,
65185,Heterarthrus vagans,,Insecta,793601,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Heterarthrinae,,Heterarthrini,,Heterarthrus,,Heterarthrus vagans,,,,
65189,Hydnum,,Fungi,48422,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,,,Hydnum,,,,,,
65190,Agrochola litura,Keturtaškis vėlyvis,Insecta,326688,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Xylenini,Xylenina,Agrochola,,Agrochola litura,,,,
65221,Suillus bovinus,Tamprusis Kazlėkas,Fungi,337850,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,,,,Suillus,,Suillus bovinus,,,,
65226,Crataegus sanguinea,Raudonoji gudobelė,Plantae,791258,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Crataegus,,Crataegus sanguinea,,,,
65264,Trichia varia,Įvairusis krekenis,Protozoa,408301,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Trichiaceae,,,,,Trichia,,Trichia varia,,,,
65293,Hemipholiota populnea,Gauruotoji Skujagalvė,Fungi,786894,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,,,Hemipholiota,,Hemipholiota populnea,,,,
65297,Russula acrifolia,Karčialakštė ūmėdė,Fungi,332212,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula acrifolia,,,,
65321,Cortinarius alboviolaceus,Lelijinis nuosėdis,Fungi,58677,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,,,Cortinarius,,Cortinarius alboviolaceus,,,,
65322,Amanita umbrinolutea,,Fungi,350065,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita umbrinolutea,,,,
65325,Hemitrichia,,Protozoa,126121,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Arcyriaceae,,,,,Hemitrichia,,,,,,
65349,Bjerkandera,Kamščiapintė,Fungi,118047,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,,,Bjerkandera,,,,,,
65352,Rosellinia,,Fungi,352576,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,,,Rosellinia,,,,,,
65372,Nanogona polydesmoides,,Animalia,336978,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Nematophora,Chordeumatida,Craspedosomatidea,Craspedosomatoidea,Craspedosomatidae,Atractosomatinae,,,,Nanogona,,Nanogona polydesmoides,,,,
65394,Aleocharinae,,Insecta,203242,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,,,,,,,,,,
65415,Armillaria gallica,Gelsvasis kelmutis,Fungi,118401,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Physalacriaceae,,,,,Armillaria,,Armillaria gallica,,,,
65435,Cortinarius praestans,Valgomasis nuosėdis,Fungi,765052,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,,,Cortinarius,,Cortinarius praestans,,,,
65442,Bolbitius titubans,Tikrasis gelsvūnis,Fungi,55474,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,,,Bolbitius,,Bolbitius titubans,,,,
65446,Russula aurea,Auksaviršė ūmėdė,Fungi,360306,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula aurea,,,,
65480,Solanum,Kiauliauogė,Plantae,50641,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,,
65494,Oenothera lindheimeri,,Plantae,590726,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Oenothera,,Oenothera lindheimeri,,,,
65518,Albugo,,Chromista,59967,Chromista,Oomycota,,,Peronosporomycetes,,,Albuginales,,,Albuginaceae,,,,,Albugo,,,,,,
65528,Limodromus,,Insecta,494227,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,,Platynini,,Limodromus,,,,,,
65544,Strix nebulosa,Laplandinė pelėda,Aves,19890,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,Strix,,Strix nebulosa,,,,
65547,Trifolium striatum,,Plantae,79432,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,Trifolium striatum,,,,
65553,Geopora arenicola,Paprastasis Žeminukas,Fungi,58686,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,,,Geopora,,Geopora arenicola,,,,
65559,Dendrolimus,,Insecta,124896,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,,Pinarini,,Dendrolimus,,,,,,
65571,Oxytelinae,,Insecta,373508,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Oxytelinae,,,,,,,,,,
65601,Amanita battarrae,Dvispalvė musmirė,Fungi,363601,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita battarrae,,,,
65610,Swertia perennis,Daugiametis patvenis,Plantae,56354,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,,Gentianeae,Swertiinae,Swertia,,Swertia perennis,,,,
65615,Triplax russica,Rusiškasis Kempinvabalis,Insecta,494606,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Erotylidae,Erotylinae,,Tritomini,,Triplax,,Triplax russica,,,,
65627,Poecilochirus,,Arachnida,85389,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Mesostigmata,Monogynaspida,Parasitoidea,Parasitidae,Parasitinae,,,,Poecilochirus,,,,,,
65638,Tricholoma,Baltikas,Fungi,62484,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,,,,Tricholoma,,,,,,
65640,Russula albonigra,,Fungi,202417,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula albonigra,,,,
65646,Tachyporinae,,Insecta,340783,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Tachyporinae,,,,,,,,,,
65656,Stemonitopsis typhina,Dūminis kuodelis,Protozoa,125939,Protozoa,Mycetozoa,,,Myxomycetes,,,Stemonitales,,,Stemonitidaceae,,,,,Stemonitopsis,,Stemonitopsis typhina,,,,
65665,Cystodermella cinnabarina,Cinoberinė grūdbudė,Fungi,499719,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,,,,,Cystodermella,,Cystodermella cinnabarina,,,,
65670,Cortinarius rubellus,Rausvasis nuosėdis,Fungi,500053,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,,,Cortinarius,,Cortinarius rubellus,,,,
65674,Mycena rosella,Rausvoji šalmabudė,Fungi,179020,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Mycena,,Mycena rosella,,,,
65681,Tilachlidium,,Fungi,488679,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Tilachlidiaceae,,,,,Tilachlidium,,,,,,
65691,Cantharellula umbonata,Gūbriuotoji samanbudė,Fungi,341438,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Lichenomphalioideae,,Cantharelluleae,,Cantharellula,,Cantharellula umbonata,,,,
65702,Asterophora lycoperdoides,Dulkioji krenklė,Fungi,125378,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,,,Asterophora,,Asterophora lycoperdoides,,,,
65707,Oxyporus,,Insecta,178197,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Oxyporinae,,,,Oxyporus,,,,,,
65716,Quercus,,Plantae,861033,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,,Quercus,,,,,,
65720,Picea sitchensis,Sitkinė eglė,Plantae,68131,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,,,Picea,,Picea sitchensis,,,,
65739,Stictopleurus abutilon,Pilkšvoji Kampuotblakė,Insecta,558230,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Rhopalidae,Rhopalinae,,Rhopalini,,Stictopleurus,,Stictopleurus abutilon,,,,
65770,Gymnopus foetidus,Dvokioji plempenė,Fungi,120858,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,,,Gymnopus,,Gymnopus foetidus,,,,
65783,Craterellus tubaeformis,Rudasis trimitėlis,Fungi,350511,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,,,Craterellus,,Craterellus tubaeformis,,,,
65784,Sphagnum russowii,Rusovo kiminas,Plantae,155565,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,,,Sphagnum,,Sphagnum russowii,,,,
65792,Sarcodon,Žvynadyglis,Fungi,122336,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,,,Sarcodon,,,,,,
65799,Prays citri,,Insecta,522765,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Yponomeutoidea,Praydidae,,,,,Prays,,Prays citri,,,,
65800,Datura stramonium tatula,,Plantae,359213,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Datureae,,Datura,,Datura stramonium,,,Datura stramonium tatula,
65801,Pilosella aurantiaca,Auksuotoji vanagutė,Plantae,711103,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hieraciinae,Pilosella,,Pilosella aurantiaca,,,,
65802,Phratora vitellinae,Paprastasis karklagraužis,Insecta,483637,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Chrysomelini,Phratorina,Phratora,,Phratora vitellinae,,,,
65804,Atheniella,,Fungi,487322,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Porotheleaceae,,,,,Atheniella,,,,,,
65809,Rhodocollybia butyracea,Sviestinė didplempė,Fungi,118166,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,,,Rhodocollybia,,Rhodocollybia butyracea,,,,
