taxon_id,count,created_at,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
118803,8,2022-06-28 15:43:27 +0100,Dirvinė buožainė,Knautia arvensis,Dirvinė buožainė,Plantae,118803,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,,,Knautia,,Knautia arvensis,,,,
118803,8,2020-11-27 16:56:44 +0100,Yellow Fairy Cups,Calycina citrina,Citrininė geltontaurė,Fungi,118803,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Pezizellaceae,,,,,Calycina,,Calycina citrina,,,,
416238,8,,,,,,416238,,,,,,,,,,,,,,,,,,,,,,
173906,8,,,,,,173906,,,,,,,,,,,,,,,,,,,,,,
416305,8,,,,,,416305,,,,,,,,,,,,,,,,,,,,,,
173756,8,,,,,,173756,,,,,,,,,,,,,,,,,,,,,,
1050173,8,,,,,,1050173,,,,,,,,,,,,,,,,,,,,,,
120015,8,2022-06-30 15:26:31 +0100,Paprastoji dedešva,Malva neglecta,Paprastoji dedešva,Plantae,120015,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malveae,,Malva,,Malva neglecta,,,,
120015,8,2020-12-17 16:35:57 +0100,Didžioji vaškuotė,Phlebiopsis gigantea,Didžioji vaškuotė,Fungi,120015,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,,,Phlebiopsis,,Phlebiopsis gigantea,,,,
499585,8,,,,,,499585,,,,,,,,,,,,,,,,,,,,,,
484883,8,,,,,,484883,,,,,,,,,,,,,,,,,,,,,,
426081,8,,,,,,426081,,,,,,,,,,,,,,,,,,,,,,
121237,8,2022-07-02 18:01:21 +0100,Mealy Shadow Lichen,Phaeophyscia orbicularis,Apskritoji žiauberuotė,Fungi,121237,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,Physciaceae,,,,,Phaeophyscia,,Phaeophyscia orbicularis,,,,
121237,8,2021-01-06 07:48:59 +0100,,Fungi,Grybai,Fungi,121237,Fungi,,,,,,,,,,,,,,,,,,,,,
455794,8,,,,,,455794,,,,,,,,,,,,,,,,,,,,,,
121329,8,2022-07-02 20:08:36 +0100,Krantinis gluosnis,Salix triandra,Krantinis gluosnis,Plantae,121329,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,Salix,,Salix triandra,,,,
121329,8,2021-01-14 06:54:25 +0100,Mažasis Žiemsprindis,Operophtera brumata,Mažasis Žiemsprindis,Insecta,121329,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Operophterini,,Operophtera,,Operophtera brumata,,,,
498025,8,,,,,,498025,,,,,,,,,,,,,,,,,,,,,,
41850,8,2021-07-11 20:38:38 +0100,Punaise des baies,Dolycoris baccarum,Uoginė skydblakė,Insecta,41850,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,Carpocorini,,Dolycoris,,Dolycoris baccarum,,,,
41850,8,2020-04-22 21:14:11 +0100,Вероника нитевидная,Veronica filiformis,Siūlinė veronika,Plantae,41850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,Veronica filiformis,,,,
541791,8,,,,,,541791,,,,,,,,,,,,,,,,,,,,,,
177745,8,,,,,,177745,,,,,,,,,,,,,,,,,,,,,,
468428,8,,,,,,468428,,,,,,,,,,,,,,,,,,,,,,
205187,8,,,,,,205187,,,,,,,,,,,,,,,,,,,,,,
480682,8,,,,,,480682,,,,,,,,,,,,,,,,,,,,,,
462140,8,,,,,,462140,,,,,,,,,,,,,,,,,,,,,,
13988,8,2021-05-16 04:56:10 +0100,Posthornschnecke,Planorbarius corneus,Didžioji Ratvija,Mollusca,13988,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Planorbidae,Planorbinae,,Coretini,,Planorbarius,,Planorbarius corneus,,,,
13988,8,2019-03-30 15:17:48 +0100,,Ligustrum,Ligustras,Plantae,13988,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,,,Ligustrum,,,,,,
13847,8,2021-05-15 17:16:57 +0100,Vespula germanica,Vespula germanica,Germaninė vapsva,Insecta,13847,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespula,,Vespula germanica,,,,
13847,8,2019-03-23 16:06:06 +0100,Eurasian Wren,Troglodytes troglodytes,Paprastoji karietaitė,Aves,13847,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,,Troglodytes,,Troglodytes troglodytes,,,,
204707,8,,,,,,204707,,,,,,,,,,,,,,,,,,,,,,
81769,8,2022-03-14 21:47:38 +0100,Paprastasis lazdynas,Corylus avellana,Paprastasis lazdynas,Plantae,81769,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,,,Corylus,,Corylus avellana,,,,
81769,8,2020-07-04 09:47:49 +0100,Mute Swan,Cygnus olor,Gulbė nebylė,Aves,81769,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Cygnus,,Cygnus olor,,,,
76664,8,2021-12-28 19:40:45 +0100,Eurasian Nuthatch,Sitta europaea,Bukutis,Aves,76664,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,,Sitta,,Sitta europaea,,,,
76664,8,2020-06-23 19:37:08 +0100,Große Grasbüscheleule,Apamea monoglypha,Javinis Pašakninis Pelėdgalvis,Insecta,76664,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Apameini,,Apamea,,Apamea monoglypha,,,,
130131,8,2022-07-20 16:20:36 +0100,Kalninė guoba,Ulmus glabra,Kalninė guoba,Plantae,130131,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Ulmaceae,,,,,Ulmus,,Ulmus glabra,,,,
52152,8,2021-08-08 17:46:44 +0100,Išsėtinis mėšlagrybis,Coprinellus disseminatus,Išsėtinis mėšlagrybukas,Fungi,52152,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,,,Coprinellus,,Coprinellus disseminatus,,,,
52152,8,2020-05-24 14:47:59 +0100,Insects,Insecta,Vabzdžiai,Insecta,52152,Animalia,Arthropoda,Hexapoda,,Insecta,,,,,,,,,,,,,,,,,
76942,8,2022-01-03 14:20:26 +0100,Xylaria hypoxylon,Xylaria hypoxylon,Baltaviršūnis Elniagrybis,Fungi,76942,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,,,Xylaria,,Xylaria hypoxylon,,,,
76942,8,2020-06-24 11:39:56 +0100,Einfarbiger Langhornbock,Monochamus sutor,Mažasis ožiaragis,Insecta,76942,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Lamiini,,Monochamus,,Monochamus sutor,,,,
51873,8,2021-08-08 05:00:51 +0100,Bieberstein's thistle,Carlina biebersteinii,Biberšteino karlina,Plantae,51873,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carlininae,Carlina,,Carlina biebersteinii,,,,
51873,8,2020-05-24 10:16:30 +0100,Paprastasis pelkiapapartis,Thelypteris palustris,Paprastasis pelkiapapartis,Plantae,51873,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Thelypteridaceae,Thelypteridoideae,,,,Thelypteris,,Thelypteris palustris,,,,
204409,8,,,,,,204409,,,,,,,,,,,,,,,,,,,,,,
1142598,8,,,,,,1142598,,,,,,,,,,,,,,,,,,,,,,
357834,8,,,,,,357834,,,,,,,,,,,,,,,,,,,,,,
79021,8,2022-02-09 21:08:31 +0100,Eikenmos,Evernia prunastri,Sodinė briedragė,Fungi,79021,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Evernia,,Evernia prunastri,,,,
79021,8,2020-06-28 07:49:54 +0100,tree moss,Pseudevernia furfuracea,Sėleninė Briedragūnė,Fungi,79021,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Pseudevernia,,Pseudevernia furfuracea,,,,
153418,8,2022-10-04 15:05:40 +0100,Mallard,Anas platyrhynchos,Didžioji antis,Aves,153418,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas platyrhynchos,,,,
203669,8,,,,,,203669,,,,,,,,,,,,,,,,,,,,,,
481958,8,,,,,,481958,,,,,,,,,,,,,,,,,,,,,,
47485,8,2021-07-26 11:53:56 +0100,Plusia,Plusia,,Insecta,47485,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,,Plusiini,Plusiina,Plusia,,,,,,
47485,8,2020-05-15 19:18:39 +0100,Большая синица,Parus major,Didžioji zylė,Aves,47485,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Parus,,Parus major,,,,
959347,8,,,,,,959347,,,,,,,,,,,,,,,,,,,,,,
356343,8,,,,,,356343,,,,,,,,,,,,,,,,,,,,,,
544020,8,,,,,,544020,,,,,,,,,,,,,,,,,,,,,,
78465,8,2022-01-29 18:25:50 +0100,Lecanora,Lecanora,Lekanora,Fungi,78465,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,,,Lecanora,,,,,,
78465,8,2020-06-26 21:13:44 +0100,Žymėtasis vėžys,Pacifastacus leniusculus,Žymėtasis vėžys,Animalia,78465,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Astacoidea,Astacidae,,,,,Pacifastacus,,Pacifastacus leniusculus,,,,
357312,8,,,,,,357312,,,,,,,,,,,,,,,,,,,,,,
1318782,8,,,,,,1318782,,,,,,,,,,,,,,,,,,,,,,
153402,8,2022-10-04 10:19:37 +0100,,Magnoliopsida,Magnolijainiai,Plantae,153402,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,,,,,,,,,,,,,
203786,8,,,,,,203786,,,,,,,,,,,,,,,,,,,,,,
549537,8,,,,,,549537,,,,,,,,,,,,,,,,,,,,,,
546528,8,,,,,,546528,,,,,,,,,,,,,,,,,,,,,,
205775,8,,,,,,205775,,,,,,,,,,,,,,,,,,,,,,
205224,8,,,,,,205224,,,,,,,,,,,,,,,,,,,,,,
199554,8,,,,,,199554,,,,,,,,,,,,,,,,,,,,,,
51673,8,2021-08-07 14:00:14 +0100,Laelia coenosa,Laelia coenosa,Pelkinis verpikas,Insecta,51673,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Lymantriinae,,Orgyiini,,Laelia,,Laelia coenosa,,,,
51673,8,2020-05-23 21:24:30 +0100,Phyllobius pomaceus,Phyllobius pomaceus,Dilgėlinis Lapinukas,Insecta,51673,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,Phyllobiini,,Phyllobius,,Phyllobius pomaceus,,,,
479902,8,,,,,,479902,,,,,,,,,,,,,,,,,,,,,,
354776,8,,,,,,354776,,,,,,,,,,,,,,,,,,,,,,
547611,8,,,,,,547611,,,,,,,,,,,,,,,,,,,,,,
160056,8,2022-11-11 19:19:51 +0100,Trochosa,Trochosa,,Arachnida,160056,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Lycosinae,,,,Trochosa,,,,,,
43041,7,2021-07-14 20:17:34 +0100,Gewone oeverlibel,Orthetrum cancellatum,Tinkliškoji Skėtė,Insecta,43041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Orthetrum,,Orthetrum cancellatum,,,,
43041,7,2020-04-28 17:53:27 +0100,Raudonnugaris maitvabalis,Oiceoptoma thoracicum,Raudonnugaris maitvabalis,Insecta,43041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Silphinae,,,,Oiceoptoma,,Oiceoptoma thoracicum,,,,
468087,7,,,,,,468087,,,,,,,,,,,,,,,,,,,,,,
417954,7,,,,,,417954,,,,,,,,,,,,,,,,,,,,,,
142781,7,2022-08-22 12:56:56 +0100,Haussperling,Passer domesticus,Naminis žvirblis,Aves,142781,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer domesticus,,,,
173583,7,,,,,,173583,,,,,,,,,,,,,,,,,,,,,,
204169,7,,,,,,204169,,,,,,,,,,,,,,,,,,,,,,
168867,7,,,,,,168867,,,,,,,,,,,,,,,,,,,,,,
142936,7,2022-08-22 19:52:43 +0100,rusałka kratkowiec,Araschnia levana,Mažasis dilgėlinukas,Insecta,142936,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Araschnia,,Araschnia levana,,,,
460171,7,,,,,,460171,,,,,,,,,,,,,,,,,,,,,,
151795,7,2022-09-29 08:56:18 +0100,common polypody,Polypodium vulgare,Paprastoji šertvė,Plantae,151795,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Polypodiaceae,Polypodioideae,,,,Polypodium,,Polypodium vulgare,,,,
450660,7,,,,,,450660,,,,,,,,,,,,,,,,,,,,,,
164708,7,,,,,,164708,,,,,,,,,,,,,,,,,,,,,,
45856,7,2021-07-22 15:17:22 +0100,Balkenschröter,Dorcus parallelipipedus,Platusis elniavabalis,Insecta,45856,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,,Lucanini,,Dorcus,,Dorcus parallelipipedus,,,,
45856,7,2020-05-10 13:58:17 +0100,True Bugs,Heteroptera,Blakės,Insecta,45856,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,,,,,,,,,,,,
350514,7,,,,,,350514,,,,,,,,,,,,,,,,,,,,,,
3947,7,2021-04-02 18:20:07 +0100,lamelehik,Homalia trichomanoides,Paprastoji plokštenė,Plantae,3947,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Neckeraceae,,,,,Homalia,,Homalia trichomanoides,,,,
3947,7,2017-12-08 18:27:49 +0100,Gabbiano comune,Chroicocephalus ridibundus,Rudagalvis kiras,Aves,3947,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Chroicocephalus,,Chroicocephalus ridibundus,,,,
468112,7,,,,,,468112,,,,,,,,,,,,,,,,,,,,,,
418552,7,,,,,,418552,,,,,,,,,,,,,,,,,,,,,,
326108,7,,,,,,326108,,,,,,,,,,,,,,,,,,,,,,
353211,7,,,,,,353211,,,,,,,,,,,,,,,,,,,,,,
415466,7,,,,,,415466,,,,,,,,,,,,,,,,,,,,,,
206295,7,,,,,,206295,,,,,,,,,,,,,,,,,,,,,,
1137648,7,,,,,,1137648,,,,,,,,,,,,,,,,,,,,,,
324094,7,,,,,,324094,,,,,,,,,,,,,,,,,,,,,,
212047,7,,,,,,212047,,,,,,,,,,,,,,,,,,,,,,
208049,7,,,,,,208049,,,,,,,,,,,,,,,,,,,,,,
353109,7,,,,,,353109,,,,,,,,,,,,,,,,,,,,,,
207858,7,,,,,,207858,,,,,,,,,,,,,,,,,,,,,,
411300,7,,,,,,411300,,,,,,,,,,,,,,,,,,,,,,
174233,7,,,,,,174233,,,,,,,,,,,,,,,,,,,,,,
325424,7,,,,,,325424,,,,,,,,,,,,,,,,,,,,,,
317590,7,,,,,,317590,,,,,,,,,,,,,,,,,,,,,,
136599,7,2022-08-05 16:33:55 +0100,Neoerysiphe galii,Neoerysiphe galii,,Fungi,136599,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Golovinomyceteae,,Neoerysiphe,,Neoerysiphe galii,,,,
204552,7,,,,,,204552,,,,,,,,,,,,,,,,,,,,,,
320192,7,,,,,,320192,,,,,,,,,,,,,,,,,,,,,,
437964,7,,,,,,437964,,,,,,,,,,,,,,,,,,,,,,
152870,7,2022-10-02 10:16:07 +0100,Pelkinis snaputis,Geranium palustre,Pelkinis snaputis,Plantae,152870,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,,,Geranium,,Geranium palustre,,,,
320166,7,,,,,,320166,,,,,,,,,,,,,,,,,,,,,,
47203,7,2021-07-25 19:30:20 +0100,Ievinė Kandis,Yponomeuta evonymella,Ievinė Kandis,Insecta,47203,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Yponomeutoidea,Yponomeutidae,Yponomeutinae,,,,Yponomeuta,,Yponomeuta evonymella,,,,
47203,7,2020-05-15 11:17:59 +0100,Lelijinis čiuželis,Lilioceris lilii,Lelijinis čiuželis,Insecta,47203,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Criocerinae,,Criocerini,,Lilioceris,,Lilioceris lilii,,,,
321450,7,,,,,,321450,,,,,,,,,,,,,,,,,,,,,,
429136,7,,,,,,429136,,,,,,,,,,,,,,,,,,,,,,
1026,7,2021-02-14 21:50:35 +0100,shield lichen,Parmelia sulcata,Vagotasis kežas,Fungi,1026,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Parmelia,,Parmelia sulcata,,,,
1026,7,2017-02-28 16:30:24 +0100,Cladonia chlorophaea Aggregate,Cladonia chlorophaea,,Fungi,1026,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Cladoniaceae,,,,,Cladonia,,,,,,
454838,7,,,,,,454838,,,,,,,,,,,,,,,,,,,,,,
466963,7,,,,,,466963,,,,,,,,,,,,,,,,,,,,,,
41800,7,2021-07-11 17:57:07 +0100,Carduinae,Carduinae,,Plantae,41800,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,,,,,,,
41800,7,2020-04-22 19:20:07 +0100,Гилокомиум блестящий,Hylocomium splendens,Atžalinė gūžtvė,Plantae,41800,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,,,Hylocomium,,Hylocomium splendens,,,,
204631,7,,,,,,204631,,,,,,,,,,,,,,,,,,,,,,
426154,7,,,,,,426154,,,,,,,,,,,,,,,,,,,,,,
148187,7,2022-09-12 17:50:03 +0100,,Agromyza,,Insecta,148187,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Agromyzinae,,,,Agromyza,,,,,,
319745,7,,,,,,319745,,,,,,,,,,,,,,,,,,,,,,
456217,7,,,,,,456217,,,,,,,,,,,,,,,,,,,,,,
150958,7,2022-09-25 13:04:24 +0100,Uferjäger,Dolomedes,Plūdvoriai,Arachnida,150958,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Pisauridae,,,,,Dolomedes,,,,,,
136600,7,2022-08-05 16:35:18 +0100,Paprastoji avietė,Rubus idaeus,Paprastoji avietė,Plantae,136600,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Rubeae,,Rubus,,Rubus idaeus,,,,
456218,7,,,,,,456218,,,,,,,,,,,,,,,,,,,,,,
463825,7,,,,,,463825,,,,,,,,,,,,,,,,,,,,,,
320685,7,,,,,,320685,,,,,,,,,,,,,,,,,,,,,,
325269,7,,,,,,325269,,,,,,,,,,,,,,,,,,,,,,
354746,7,,,,,,354746,,,,,,,,,,,,,,,,,,,,,,
173077,7,,,,,,173077,,,,,,,,,,,,,,,,,,,,,,
447425,7,,,,,,447425,,,,,,,,,,,,,,,,,,,,,,
325340,7,,,,,,325340,,,,,,,,,,,,,,,,,,,,,,
7087,7,2021-04-21 18:34:58 +0100,Будра плющевидная,Glechoma hederacea,Šliaužiančioji tramažolė,Plantae,7087,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Nepetinae,Glechoma,,Glechoma hederacea,,,,
7087,7,2018-06-01 07:08:36 +0100,Wood Avens,Geum urbanum,Geltonoji žiognagė,Plantae,7087,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Colurieae,,Geum,,Geum urbanum,,,,
1370475,7,,,,,,1370475,,,,,,,,,,,,,,,,,,,,,,
326717,7,,,,,,326717,,,,,,,,,,,,,,,,,,,,,,
144529,7,2022-08-29 07:45:59 +0100,Monochamus,Monochamus,Ožiaragiai,Insecta,144529,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Lamiini,,Monochamus,,,,,,
5108,7,2021-04-11 17:30:55 +0100,Eurasian Wren,Troglodytes troglodytes,Paprastoji karietaitė,Aves,5108,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,,Troglodytes,,Troglodytes troglodytes,,,,
5108,7,2018-04-22 09:40:58 +0100,Хохлатка плотная,Corydalis solida,Paprastasis rūtenis,Plantae,5108,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,,,Corydalis,,Corydalis solida,,,,
182542,7,,,,,,182542,,,,,,,,,,,,,,,,,,,,,,
200930,7,,,,,,200930,,,,,,,,,,,,,,,,,,,,,,
179864,7,,,,,,179864,,,,,,,,,,,,,,,,,,,,,,
362650,7,,,,,,362650,,,,,,,,,,,,,,,,,,,,,,
461082,7,,,,,,461082,,,,,,,,,,,,,,,,,,,,,,
461062,7,,,,,,461062,,,,,,,,,,,,,,,,,,,,,,
153595,7,2022-10-05 17:30:33 +0100,Setaceous Hebrew Character,Xestia c-nigrum,Gelsvadėmis dirvinukas,Insecta,153595,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Noctuini,Noctuina,Xestia,,Xestia c-nigrum,,,,
359541,7,,,,,,359541,,,,,,,,,,,,,,,,,,,,,,
465684,7,,,,,,465684,,,,,,,,,,,,,,,,,,,,,,
178981,7,,,,,,178981,,,,,,,,,,,,,,,,,,,,,,
229898,7,,,,,,229898,,,,,,,,,,,,,,,,,,,,,,
1395761,7,,,,,,1395761,,,,,,,,,,,,,,,,,,,,,,
465812,7,,,,,,465812,,,,,,,,,,,,,,,,,,,,,,
215780,7,,,,,,215780,,,,,,,,,,,,,,,,,,,,,,
366567,7,,,,,,366567,,,,,,,,,,,,,,,,,,,,,,
19410,7,2021-05-27 22:00:58 +0100,liocranid spiders,Liocranidae,Grumstavoriai,Arachnida,19410,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Corinnoidea,Liocranidae,,,,,,,,,,,
19410,7,2019-06-10 20:57:29 +0100,white campion,Silene latifolia,Baltasis šakinys,Plantae,19410,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Sileneae,,Silene,,Silene latifolia,,,,
194066,7,,,,,,194066,,,,,,,,,,,,,,,,,,,,,,
466742,7,,,,,,466742,,,,,,,,,,,,,,,,,,,,,,
461542,7,,,,,,461542,,,,,,,,,,,,,,,,,,,,,,
17669,7,2021-05-22 22:23:35 +0100,Болотная камышовка,Acrocephalus palustris,Karklinė nendrinukė,Aves,17669,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Acrocephalidae,,,,,Acrocephalus,,Acrocephalus palustris,,,,
17669,7,2019-05-24 21:48:12 +0100,potentille ansérine,Argentina anserina,Žąsinė sidabražolė,Plantae,17669,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Potentillinae,Argentina,,Argentina anserina,,,,
338596,7,,,,,,338596,,,,,,,,,,,,,,,,,,,,,,
461636,7,,,,,,461636,,,,,,,,,,,,,,,,,,,,,,
221586,7,,,,,,221586,,,,,,,,,,,,,,,,,,,,,,
461800,7,,,,,,461800,,,,,,,,,,,,,,,,,,,,,,
223665,7,,,,,,223665,,,,,,,,,,,,,,,,,,,,,,
223751,7,,,,,,223751,,,,,,,,,,,,,,,,,,,,,,
219751,7,,,,,,219751,,,,,,,,,,,,,,,,,,,,,,
200017,7,,,,,,200017,,,,,,,,,,,,,,,,,,,,,,
194786,7,,,,,,194786,,,,,,,,,,,,,,,,,,,,,,
219735,7,,,,,,219735,,,,,,,,,,,,,,,,,,,,,,
194493,7,,,,,,194493,,,,,,,,,,,,,,,,,,,,,,
153835,7,2022-10-06 14:14:03 +0100,,Calycina claroflava,,Fungi,153835,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Pezizellaceae,,,,,Calycina,,Calycina claroflava,,,,
361312,7,,,,,,361312,,,,,,,,,,,,,,,,,,,,,,
361313,7,,,,,,361313,,,,,,,,,,,,,,,,,,,,,,
344037,7,,,,,,344037,,,,,,,,,,,,,,,,,,,,,,
462162,7,,,,,,462162,,,,,,,,,,,,,,,,,,,,,,
366756,7,,,,,,366756,,,,,,,,,,,,,,,,,,,,,,
215232,7,,,,,,215232,,,,,,,,,,,,,,,,,,,,,,
332511,7,,,,,,332511,,,,,,,,,,,,,,,,,,,,,,
460533,7,,,,,,460533,,,,,,,,,,,,,,,,,,,,,,
154735,7,2022-10-09 18:53:40 +0100,European Common Frog,Rana temporaria,Pievinė varlė,Amphibia,154735,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Rana,,Rana temporaria,,,,
1269924,7,,,,,,1269924,,,,,,,,,,,,,,,,,,,,,,
382058,7,,,,,,382058,,,,,,,,,,,,,,,,,,,,,,
176416,7,,,,,,176416,,,,,,,,,,,,,,,,,,,,,,
245019,7,,,,,,245019,,,,,,,,,,,,,,,,,,,,,,
