,taxon_id,count,scientific_name,common_name,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
4091,512408,8,Mergus merganser merganser,,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Mergus,,Mergus merganser,,Mergus merganser merganser,,
4092,511546,8,Dactylorhiza traunsteineri,Siauralapė gegūnė,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,,Orchideae,Orchidinae,Dactylorhiza,,Dactylorhiza traunsteineri,,,,
4093,373470,8,Malachiinae,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,,,,,,,,,,
4094,373846,8,Stenodemini,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,,Stenodemini,,,,,,,,
4095,382341,8,Erysiphe heraclei,Barštinis miltenis,Fungi,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Erysipheae,,Erysiphe,,Erysiphe heraclei,,,,
4096,118047,8,Bjerkandera,Kamščiapintė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,,,Bjerkandera,,,,,,
4097,49609,8,Cyprinidae,Karpinės,Actinopterygii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Cypriniformes,Cyprinoidei,,Cyprinidae,,,,,,,,,,,
4098,383120,8,Microbotryum dianthorum,,Fungi,Fungi,Basidiomycota,Pucciniomycotina,,Microbotryomycetes,,,Microbotryales,,,Microbotryaceae,,,,,Microbotryum,,Microbotryum dianthorum,,,,
4099,384093,8,Ramularia rubella,,Fungi,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Dothideomycetidae,,Capnodiales,,,Mycosphaerellaceae,,,,,Ramularia,,Ramularia rubella,,,,
4100,118139,8,Lycoperdon umbrinum,Pavėsinis pumpotaukšlis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Lycoperdaceae,,,,,Lycoperdon,,Lycoperdon umbrinum,,,,
4101,118245,8,Lichenomphalia umbellifera,Gelsvoji kerpiabudė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Lichenomphalioideae,,Lichenomphalieae,,Lichenomphalia,,Lichenomphalia umbellifera,,,,
4102,503872,8,Buprestis octoguttata,Aštuoniataškis blizgiavabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,,Buprestini,,Buprestis,,Buprestis octoguttata,,,,
4103,118297,8,Galerina,Kūgiabudė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,,,Galerina,,,,,,
4104,117000,8,Panurus biarmicus,Ūsuotoji zylė,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Panuridae,,,,,Panurus,,Panurus biarmicus,,,,
4105,154449,8,Leiobunum rotundum,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,Phalangioidea,Sclerosomatidae,Leiobuninae,,,,Leiobunum,,Leiobunum rotundum,,,,
4106,118400,8,Amanita porphyria,Rausvarudė musmirė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita porphyria,,,,
4107,178407,8,Phaedon,Žėruliai,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Chrysomelini,Prasocurina,Phaedon,,,,,,
4108,51560,8,Urocerus gigas,Didysis ragauodegis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,,,,Urocerus,,Urocerus gigas,,,,
4109,51469,8,Aeshnidae,Tikrieji laumžirgiai,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Aeshnoidea,Aeshnidae,,,,,,,,,,,
4110,84509,8,Adelphocoris,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,,Mirini,,Adelphocoris,,,,,,
4141,160107,8,Carex spicata,Akytoji viksva,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex spicata,,,,
4193,546528,8,Glischrochilus quadripunctatus,Keturtaškis Žvilgvabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Cryptarchinae,,,,Glischrochilus,,Glischrochilus quadripunctatus,,,,
4143,127180,8,Sciomyzidae,Musės sraigžudės,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Sciomyzidae,,,,,,,,,,,
4144,460200,8,Ennomos erosaria,Ąžuolinis Geltonsprindis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Ennomini,,Ennomos,,Ennomos erosaria,,,,
4175,51873,8,Lonicera caprifolium,Apskritalapis sausmedis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Lonicera,,Lonicera caprifolium,,,,
4176,204409,8,Selinum carvifolia,Kmynalapis kalnasargis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Selinum,,Selinum carvifolia,,,,
4177,1142598,8,Amanitina,,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,
4178,357834,8,Earias clorana,Gluosninis Žalsviukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Eariadinae,,,,Earias,,Earias clorana,,,,
4179,79021,8,Secale cereale,Sėjamasis rugys,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Triticeae,Hordeinae,Secale,,Secale cereale,,,,
4180,153418,8,Xylota,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Milesiini,Xylotina,Xylota,,,,,,
4181,203669,8,Mycetinis scorodonius,Česnakinis šalmūnis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,,,Mycetinis,,Mycetinis scorodonius,,,,
4182,481958,8,Acompsia cinerella,Pilkoji akompsija,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Gelechiidae,Dichomeridinae,,,,Acompsia,,Acompsia cinerella,,,,
4183,47485,8,Stylommatophora,,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,,,,,,,,,,,,,,
4184,959347,8,Postia lactea,Pieninė postija,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,,,Postia,,Postia lactea,,,,
4185,356343,8,Phasia hemiptera,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Phasiinae,,Phasiini,,Phasia,,Phasia hemiptera,,,,
4186,544020,8,Megatoma undata,Miškinis Kailiavabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Dermestidae,Megatominae,,Megatomini,,Megatoma,,Megatoma undata,,,,
4187,78465,8,Petroselinum crispum,Sėjamoji petražolė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Apieae,,Petroselinum,,Petroselinum crispum,,,,
4188,357312,8,Epiphragma ocellare,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Limoniidae,Limnophilinae,,Hexatomini,,Epiphragma,,Epiphragma ocellare,,,,
4189,1318782,8,Avenula pubescens,Gauruotoji poavižė,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,,Avenula,,Avenula pubescens,,,,
4190,153402,8,Dorytomus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,,Ellescini,,Dorytomus,,,,,,
4191,203786,8,Vallonia pulchella,Glotnioji lūpenė,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidea,Valloniidae,,,,,Vallonia,,Vallonia pulchella,,,,
4192,549537,8,Carinarion,,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Arionoidea,Arionidae,,,,,Arion,,,,,,
4194,205775,8,Cynipini,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Cynipoidea,Cynipidae,Cynipinae,,Cynipini,,,,,,,,
4195,205224,8,Hepialus humuli,Didysis Apyninis Šakniagraužis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Hepialoidea,Hepialidae,,,,,Hepialus,,Hepialus humuli,,,,
4196,199554,8,Grapholitini,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Grapholitini,,,,,,,,
4197,51673,8,Ixodidae,Iksodinės erkės,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,,,,,,,,,,
4198,479902,8,Evergestis aenealis,Beraštis daržinis ugniukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Glaphyriinae,,,,Evergestis,,Evergestis aenealis,,,,
4199,354776,8,Thalictrum flavum,Geltonasis vingiris,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,,,Thalictrum,,Thalictrum flavum,,,,
4200,547611,8,Phaenops cyanea,Mėlynasis Blizgiavabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,,Melanophilini,,Phaenops,,Phaenops cyanea,,,,
4201,160056,8,Carex panicea,Trainė viksva,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex panicea,,,,
4082,232420,8,Tetropium castaneum,Eglinis luobatašis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Spondylidinae,,Asemini,,Tetropium,,Tetropium castaneum,,,,
4174,76942,8,Erigeron strigosus,Šeriuotoji šiušelė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Conyzinae,Erigeron,,Erigeron strigosus,,,,
4173,52152,8,Phlox,Flioksas,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,,,Phlox,,,,,,
4172,130131,8,Ectemnius,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Crabronini,Crabronina,Ectemnius,,,,,,
4157,455794,8,Brachypera zoilus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Hyperinae,,Hyperini,,Brachypera,,Brachypera zoilus,,,,
4145,122101,8,Diphasiastrum tristachyum,Trivarpė padraika,Plantae,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,,,Diphasiastrum,,Diphasiastrum tristachyum,,,,
4146,118803,8,Pedicularis palustris,Pelkinė glindė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Pedicularideae,,Pedicularis,,Pedicularis palustris,,,,
4147,416238,8,Lepyrus capucinus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,,,,Lepyrus,,Lepyrus capucinus,,,,
4148,173906,8,Dichrorampha,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Grapholitini,,Dichrorampha,,,,,,
4149,416305,8,Xerocomellus,Švelniabaravykis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Boletoideae,,,,Xerocomellus,,,,,,
4150,173756,8,Donacia,Donacijos,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Donaciinae,,,,Donacia,,,,,,
4151,1050173,8,Sphagnum divinum,Kemsinis kiminas,Plantae,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,,,Sphagnum,,Sphagnum divinum,,,,
4152,120015,8,Vasates quadripedes,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Phyllocoptinae,,Phyllocoptini,,Vasates,,Vasates quadripedes,,,,
4153,499585,8,Plagiosterna,Girinukai,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Chrysomelini,Chrysomelina,Plagiosterna,,,,,,
4154,484883,8,Silene tatarica,Totorinė naktižiedė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Sileneae,,Silene,,Silene tatarica,,,,
4155,426081,8,Coenagrionoidea,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,,,,,,,,,,,,
4156,121237,8,Blattella germanica,Naminis prūsokas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blaberoidea,Ectobiidae,Blattellinae,,,,Blattella,,Blattella germanica,,,,
4158,121329,8,Pyrrhalta viburni,Putininis aksominukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Galerucini,,Pyrrhalta,,Pyrrhalta viburni,,,,
4171,76664,8,Diplotaxis muralis,Mūrinis šatreinis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassiceae,,Diplotaxis,,Diplotaxis muralis,,,,
4159,498025,8,Cystiphora sonchi,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Lasiopteridi,,,Cystiphora,,Cystiphora sonchi,,,,
4160,41850,8,Lutra lutra,Paprastoji ūdra,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Lutrinae,,,,Lutra,,Lutra lutra,,,,
4161,541791,8,Heliophanus auratus,Auksaspalvis žėrūnas,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Chrysillini,,Heliophanus,,Heliophanus auratus,,,,
4162,177745,8,Hylecoetus dermestoides,Lapuotinis Grąžtvabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Lymexyloidea,Lymexylidae,Hylecoetinae,,,,Hylecoetus,,Hylecoetus dermestoides,,,,
4163,468428,8,Rhagades pruni,Juodrys,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Zygaenoidea,Zygaenidae,Procridinae,,,,Rhagades,,Rhagades pruni,,,,
4164,205187,8,Noctua comes,Betaškis Stepinis Dirvinukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Noctuini,Noctuina,Noctua,,Noctua comes,,,,
4165,480682,8,Anchomenus dorsalis,Raudonpetis Žvitražygis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,,Platynini,Platynina,Anchomenus,,Anchomenus dorsalis,,,,
4166,462140,8,Anthocomus fasciatus,Juostuotasis pūsliavabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,,Malachiini,Ebaeina,Anthocomus,,Anthocomus fasciatus,,,,
4167,13988,8,Prunella modularis,Paprastasis erškėtžvirblis,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Prunellidae,,,,,Prunella,,Prunella modularis,,,,
4168,13847,8,Passer,Tikrieji žvirbliai,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,,,,,
4169,204707,8,Grypocoris sexguttatus,Šešiadėmė žolblakė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,,Mirini,,Grypocoris,,Grypocoris sexguttatus,,,,
4170,81769,8,Blattodea,Tarakonai,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,,,,,,,,,,,,,
4083,71248,8,Gryllus campestris,Dirvoninis svirplys,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Grylloidea,Gryllidae,Gryllinae,,Gryllini,,Gryllus,,Gryllus campestris,,,,
4014,57847,8,Muscari armeniacum,Armėninė žydrė,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,,Hyacintheae,,Muscari,,Muscari armeniacum,,,,
4081,47698,8,Hesperis,Vakarutė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Hesperideae,,Hesperis,,,,,,
4020,467020,8,Bicolorana bicolor,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Tettigoniinae,,Platycleidini,,Bicolorana,,Bicolorana bicolor,,,,
3991,215900,8,Caloptilia stigmatella,Baltadėmė kaloptilija,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Gracillariinae,,,,Caloptilia,,Caloptilia stigmatella,,,,
3992,47551,8,Tetragnathidae,Storažandžiai,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,,,,,,,,,,,
3993,212095,8,Plateumaris,Viksvinukai,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Donaciinae,,,,Plateumaris,,,,,,
3994,216486,8,Cercidia prominens,Smailiapilvis akuotvoris,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Cercidia,,Cercidia prominens,,,,
3995,67833,8,Pottiaceae,,Plantae,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,,,,,,,
3996,208495,8,Carex paniculata,Šluotelinė viksva,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex paniculata,,,,
3997,559670,8,Syromastus rhombeus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Coreini,,Syromastus,,Syromastus rhombeus,,,,
3998,605910,8,Cychramus variegatus,Kelmutinis Žvilgvabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Nitidulinae,,Cychramini,,Cychramus,,Cychramus variegatus,,,,
3999,60254,8,Alisma,Dumblialaiškis,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Alismataceae,,,,,Alisma,,,,,,
4000,223125,8,Lecidella flavosorediata,Miltiškoji skyvytė,Fungi,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,,,Lecidella,,Lecidella flavosorediata,,,,
4001,326188,8,Bjerkandera fumosa,Kamščiapintė aprūkėlė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,,,Bjerkandera,,Bjerkandera fumosa,,,,
4002,56639,8,Agriopis aurantiaria,Auksasprindis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Bistonini,,Agriopis,,Agriopis aurantiaria,,,,
4003,318452,8,Ischnura pumilio,Mažoji išnura,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,,Ischnura,,Ischnura pumilio,,,,
4004,314369,8,Marchantia polymorpha polymorpha,,Plantae,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Marchantiaceae,,,,,Marchantia,,Marchantia polymorpha,,Marchantia polymorpha polymorpha,,
4005,325501,8,Agriphila selasella,Baltajuostė agrifila,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Crambinae,,Crambini,,Agriphila,,Agriphila selasella,,,,
4006,470566,8,Cnaemidophorus rhododactyla,Erškėtinis pirštasparnis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,,Platyptiliini,,Cnaemidophorus,,Cnaemidophorus rhododactyla,,,,
4007,133099,8,Epistrophe,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Epistrophe,,,,,,
4008,57067,8,Melilotus,Barkūnas,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Melilotus,,,,,,
4009,1410463,8,Artanes,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Philodromidae,,,,,Philodromus,,,,,,
4010,57505,8,Ononis,Dirvenis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Ononis,,,,,,
4011,1416381,8,Nolanea,,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,,,Entoloma,,,,,,
4012,326605,8,Cylindromyia auriceps,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Phasiinae,,Cylindromyiini,,Cylindromyia,,Cylindromyia auriceps,,,,
4013,876597,8,Dendrophagus crenatus,Šiaurinis plokščiavabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Silvanidae,Brontinae,,Brontini,,Dendrophagus,,Dendrophagus crenatus,,,,
4015,57859,8,Utricularia intermedia,Balinis skendenis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,,,Utricularia,,Utricularia intermedia,,,,
4016,57920,8,Xanthium strumarium,Paprastasis dagišius,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Ambrosiinae,Xanthium,,Xanthium strumarium,,,,
4017,327209,8,Rhopalus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Rhopalidae,Rhopalinae,,Rhopalini,,Rhopalus,,,,,,
4018,58068,8,Arabis,Vaistutis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Arabideae,,Arabis,,,,,,
3990,52841,8,Anthemis cotula,Šuninis bobramunis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Anthemidinae,Anthemis,,Anthemis cotula,,,,
3989,69315,8,Lasius flavus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Formicinae,,Lasiini,,Lasius,,Lasius flavus,,,,
3988,350061,8,Amanita strobiliformis,Skujinė musmirė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita strobiliformis,,,,
3972,559573,8,Tragopogon gorskianus,Gorskio pūtelis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Scorzonerinae,Tragopogon,,Tragopogon gorskianus,,,,
4080,334923,8,Erysiphe polygoni,,Fungi,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Erysipheae,,Erysiphe,,Erysiphe polygoni,,,,
3961,48089,8,Schizophora,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,,,,,,,,,,,,
3962,6913,8,Cygnus,Gulbės,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Cygnus,,,,,,
